Paragraph	Hovedområde	Aktivitetsområde	Hovedkonto	Underkonto	Standardkonto	R 2015	B 2016	F 2017	BO 1 2018	BO 2 2019	BO 3 2020
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Drift og vintertjeneste	Løbende drift af veje mv.	Finansielle indtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Drift og vintertjeneste	Løbende drift af veje mv.	Finansielle omkostninger	1.3	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Medfinansieringspuljen	Andre driftsindtægter	-1.4	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Medfinansieringspuljen	Andre ordinære driftsomkostninger	-0.2	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Medfinansieringspuljen	Anlægsaktiver (anskaffelser)	4.4	91.1	24.9	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Øvrige mindre anlægsprojekter	Salg af varer	-0.2	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Øvrige mindre anlægsprojekter	Husleje, leje af arealer,leasing	-0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Øvrige mindre anlægsprojekter	Andre driftsindtægter	-3.6	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Øvrige mindre anlægsprojekter	Andre ordinære driftsomkostninger	-78.7	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Øvrige mindre anlægsprojekter	Finansielle omkostninger	-0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Øvrige mindre anlægsprojekter	Anlægsaktiver (anskaffelser)	163.0	53.1	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Transportpuljer	Salg af varer	-2.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Transportpuljer	Husleje, leje af arealer,leasing	-0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Transportpuljer	Andre driftsindtægter	-1.6	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Transportpuljer	Andre ordinære driftsomkostninger	-79.4	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Transportpuljer	Finansielle omkostninger	-0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Transportpuljer	Tilskud til anden virks. og invest.tilskud	-14.7	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Transportpuljer	Anlægsaktiver (anskaffelser)	260.8	60.0	6.3	0.1	0.1	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Skibsstødssikring	Andre ordinære driftsomkostninger	-10.4	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Skibsstødssikring	Anlægsaktiver (anskaffelser)	59.2	57.2	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Kapitalbevarende vedligeholdelse	Salg af varer	-0.7	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Kapitalbevarende vedligeholdelse	Husleje, leje af arealer,leasing	-0.2	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Kapitalbevarende vedligeholdelse	Andre driftsindtægter	-2.1	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Kapitalbevarende vedligeholdelse	Andre ordinære driftsomkostninger	-82.4	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Kapitalbevarende vedligeholdelse	Finansielle omkostninger	-0.1	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vedligeholdelse og mindre anlægsprojekter	Kapitalbevarende vedligeholdelse	Anlægsaktiver (anskaffelser)	836.5	610.6	574.3	530.1	510.9	510.9
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratets tilskudspulje	Medfinansiering af kommunale anlægsprojekter	Overførselsudgifter til kommuner og regioner	26.7	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratets tilskudspulje	Medfinansiering af kommunale anlægsprojekter	Tilskud til anden virks. og invest.tilskud	0.0	0.0	42.9	80.3	55.1	42.4
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratets tilskudspulje	Statslig medfinansiering af supercykelstier	Overførselsudgifter til kommuner og regioner	97.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratets tilskudspulje	Statslig medfinansiering af cykelprojekter	Overførselsudgifter til kommuner og regioner	25.1	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratets tilskudspulje	Statslig medfinansiering af cykelprojekter	Tilskud til anden virks. og invest.tilskud	-0.0	12.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Færdiggørelsesarbejder	Salg af varer	-0.1	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Færdiggørelsesarbejder	Husleje, leje af arealer,leasing	-0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Færdiggørelsesarbejder	Andre driftsindtægter	-1.3	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Færdiggørelsesarbejder	Andre ordinære driftsomkostninger	-13.6	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Færdiggørelsesarbejder	Finansielle omkostninger	0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Færdiggørelsesarbejder	Tilskud til anden virks. og invest.tilskud	-0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Færdiggørelsesarbejder	Anlægsaktiver (anskaffelser)	44.7	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Forlodsovertagelser, VD	Salg af varer	-0.1	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Forlodsovertagelser, VD	Anlægsaktiver (anskaffelser)	40.8	101.1	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Forlodsovertagelser	Salg af varer	-1.6	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Forlodsovertagelser	Andre ordinære driftsomkostninger	-2.6	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Forlodsovertagelser	Finansielle omkostninger	-0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Forlodsovertagelser	Anlægsaktiver (anskaffelser)	51.9	37.1	14.6	10.1	0.2	0.2
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Anlæg af hovedlandeveje mv. for tredjepart	Anlægsaktiver (anskaffelser)	0.0	0.0	0.0	204.6	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Anlæg og forbedringer af hovedlandeveje	Salg af varer	-3.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Anlæg og forbedringer af hovedlandeveje	Husleje, leje af arealer,leasing	-4.6	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Anlæg og forbedringer af hovedlandeveje	Andre driftsindtægter	-98.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Anlæg og forbedringer af hovedlandeveje	Andre ordinære driftsomkostninger	-1147.1	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Anlæg og forbedringer af hovedlandeveje	Finansielle omkostninger	-3.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Anlæg og forbedringer af hovedlandeveje	Overførselsindtægter fra EU	0.1	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Anlæg og forbedringer af hovedlandeveje	Tilskud til anden virks. og invest.tilskud	-3.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Anlæg af hovedlandeveje mv.	Anlæg og forbedringer af hovedlandeveje	Anlægsaktiver (anskaffelser)	3622.5	2017.7	1586.6	680.9	1205.0	743.3
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Andre tilskudsfinansierede aktiviteter	Salg af varer	-0.8	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Andre tilskudsfinansierede aktiviteter	Lønninger / personaleomkostninger	1.3	10.5	0.3	0.2	0.2	0.2
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Andre tilskudsfinansierede aktiviteter	Andre driftsindtægter	-11.0	0.0	-0.5	-0.2	-0.2	-0.2
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Andre tilskudsfinansierede aktiviteter	Andre ordinære driftsomkostninger	10.5	31.1	0.2	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Andre tilskudsfinansierede aktiviteter	Øvrige overførselsindtægter	0.0	-41.6	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Andre tilskudsfinansierede aktiviteter	Fri egenkapital (budget. af årets resultat)	0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Tilskudsfinansieret forskningsvirksomhed	Salg af varer	0.0	0.0	-3.1	-2.5	-2.5	-2.5
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Tilskudsfinansieret forskningsvirksomhed	Husleje, leje af arealer,leasing	0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Tilskudsfinansieret forskningsvirksomhed	Lønninger / personaleomkostninger	2.6	3.8	3.7	3.1	3.1	3.1
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Tilskudsfinansieret forskningsvirksomhed	Andre driftsindtægter	0.0	0.0	-0.1	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Tilskudsfinansieret forskningsvirksomhed	Andre ordinære driftsomkostninger	2.8	1.7	1.3	1.2	1.2	1.2
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Tilskudsfinansieret forskningsvirksomhed	Overførselsindtægter fra EU	0.0	-1.6	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Tilskudsfinansieret forskningsvirksomhed	Interne statslige overførselsindtægter	-1.4	-2.3	-1.8	-1.8	-1.8	-1.8
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Tilskudsfinansieret forskningsvirksomhed	Øvrige overførselsindtægter	-4.0	-1.6	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Anlægsløn	Lønninger / personaleomkostninger	0.0	0.0	17.1	16.4	13.1	3.6
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Anlægsløn	Fradrag for anlægsløn	0.0	0.0	-17.1	-16.4	-13.1	-3.6
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Indtægtsdækket virksomhed	Salg af varer	-63.4	-52.6	-40.2	-36.0	-36.1	-36.1
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Indtægtsdækket virksomhed	Husleje, leje af arealer,leasing	0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Indtægtsdækket virksomhed	Lønninger / personaleomkostninger	17.4	15.3	19.7	19.2	19.2	19.2
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Indtægtsdækket virksomhed	Af- og nedskrivninger	0.4	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Indtægtsdækket virksomhed	Andre driftsindtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Indtægtsdækket virksomhed	Andre ordinære driftsomkostninger	34.4	37.3	20.5	16.8	16.9	16.9
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Indtægtsdækket virksomhed	Finansielle omkostninger	0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Indtægtsdækket virksomhed	Fri egenkapital (budget. af årets resultat)	11.1	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Storstrømsbroen	Lønninger / personaleomkostninger	3.3	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Storstrømsbroen	Andre ordinære driftsomkostninger	31.6	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Storstrømsbroen	Overførselsindtægter fra EU	-54.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Storstrømsbroen	Reserveret bevilling (budget. forbrug heraf)	-11.7	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Transportpuljer mv.	Salg af varer	-1.7	0.0	-6.0	-8.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Transportpuljer mv.	Husleje, leje af arealer,leasing	0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Transportpuljer mv.	Lønninger / personaleomkostninger	9.9	2.3	4.3	5.3	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Transportpuljer mv.	Andre driftsindtægter	-0.8	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Transportpuljer mv.	Andre ordinære driftsomkostninger	20.4	3.1	6.0	7.2	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Transportpuljer mv.	Fri egenkapital (budget. af årets resultat)	1.4	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Transportpuljer mv.	Reserveret bevilling (budget. forbrug heraf)	2.8	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Almindelig virksomhed (administration mv.)	Salg af varer	-2.8	-1.9	-1.9	-1.9	-1.9	-1.9
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Almindelig virksomhed (administration mv.)	Husleje, leje af arealer,leasing	40.5	40.3	41.4	41.4	41.4	41.4
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Almindelig virksomhed (administration mv.)	Lønninger / personaleomkostninger	412.6	382.6	295.3	293.8	285.1	277.5
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Almindelig virksomhed (administration mv.)	Fradrag for anlægsløn	-411.9	-235.1	-148.0	-150.7	-144.8	-140.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Almindelig virksomhed (administration mv.)	Af- og nedskrivninger	20.6	18.6	-19.2	-21.5	-21.9	-19.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Almindelig virksomhed (administration mv.)	Andre driftsindtægter	-2.2	-0.5	-0.5	-1.0	-1.0	-1.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Almindelig virksomhed (administration mv.)	Andre ordinære driftsomkostninger	189.1	45.8	81.4	82.9	80.9	78.2
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Almindelig virksomhed (administration mv.)	Finansielle indtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Almindelig virksomhed (administration mv.)	Finansielle omkostninger	3.2	3.6	2.3	2.3	2.3	2.3
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Almindelig virksomhed (administration mv.)	Overførselsudgifter til EU og øvrige udland	1.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Almindelig virksomhed (administration mv.)	Interne statslige overførselsudgifter	1.6	2.3	1.8	1.8	1.8	1.8
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Almindelig virksomhed (administration mv.)	Tilskud til personer	0.1	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Almindelig virksomhed (administration mv.)	Fri egenkapital (budget. af årets resultat)	9.7	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Veje	Vejdirektoratet	Vejdirektoratet	Almindelig virksomhed (administration mv.)	Reserveret bevilling (budget. forbrug heraf)	-2.2	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Statens ekspropriationer i Jylland	Almindelig virksomhed	Husleje, leje af arealer,leasing	0.2	0.3	0.3	0.3	0.3	0.3
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Statens ekspropriationer i Jylland	Almindelig virksomhed	Lønninger / personaleomkostninger	3.7	4.0	3.4	2.8	2.7	2.6
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Statens ekspropriationer i Jylland	Almindelig virksomhed	Andre driftsindtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Statens ekspropriationer i Jylland	Almindelig virksomhed	Andre ordinære driftsomkostninger	0.8	0.6	0.8	0.7	0.7	0.7
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Statens ekspropriationer i Jylland	Almindelig virksomhed	Finansielle indtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Statens ekspropriationer i Jylland	Almindelig virksomhed	Finansielle omkostninger	0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Statens ekspropriationer i Jylland	Almindelig virksomhed	Ekstraordinære indtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Statens ekspropriationer i Jylland	Almindelig virksomhed	Fri egenkapital (budget. af årets resultat)	0.1	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Havarikommissionen for Vejtrafikulykker	Almindelig virksomhed	Lønninger / personaleomkostninger	2.1	2.4	2.4	2.4	2.4	2.4
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Havarikommissionen for Vejtrafikulykker	Almindelig virksomhed	Andre ordinære driftsomkostninger	3.8	2.2	2.1	2.0	1.9	1.8
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Havarikommissionen for Vejtrafikulykker	Almindelig virksomhed	Fri egenkapital (budget. af årets resultat)	-0.1	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Havarikommissionen for Vejtrafikulykker	Almindelig virksomhed	Reserveret bevilling (budget. forbrug heraf)	-0.1	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Statens ekspropriationer på øerne	Almindelig virksomhed	Salg af varer	-0.2	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Statens ekspropriationer på øerne	Almindelig virksomhed	Husleje, leje af arealer,leasing	0.9	1.0	0.5	0.5	0.5	0.5
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Statens ekspropriationer på øerne	Almindelig virksomhed	Lønninger / personaleomkostninger	6.7	8.3	5.6	2.7	2.6	2.5
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Statens ekspropriationer på øerne	Almindelig virksomhed	Andre driftsindtægter	-0.0	-0.1	-0.1	-0.1	-0.1	-0.1
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Statens ekspropriationer på øerne	Almindelig virksomhed	Andre ordinære driftsomkostninger	2.2	2.6	1.0	1.0	1.0	1.0
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Statens ekspropriationer på øerne	Almindelig virksomhed	Finansielle omkostninger	0.0	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Statens ekspropriationer på øerne	Almindelig virksomhed	Fri egenkapital (budget. af årets resultat)	1.3	0.0	0.0	0.0	0.0	0.0
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Havarikommissionen	Almindelig virksomhed	Husleje, leje af arealer,leasing	0.8	0.7	0.6	0.6	0.6	0.6
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Havarikommissionen	Almindelig virksomhed	Lønninger / personaleomkostninger	8.6	9.0	9.2	9.1	8.9	8.8
Transport- og Bygningsministeriet	Fællesudgifter	Tilsyn og kommissioner	Havarikommissionen	Almindelig virksomhed	Af- og nedskrivninger	0.3	0.3	0.2	0.1	0.2	0.4
